"Count","Source","Type","LiveAction","YearMade","PlexTitle","Episode","EpisodeName","StoryTime","PlexId","imdb","tmdb","tvdb"
1,"UPN","Show","True",2001,"Star Trek: Enterprise","1x01","Broken Bow",,"NULL","NULL","NULL","NULL"
2,"UPN","Show","True",2001,"Star Trek: Enterprise","1x01","Broken Bow (1)",,"NULL","NULL","NULL","NULL"
3,"UPN","Show","True",2001,"Star Trek: Enterprise","1x02","Broken Bow (2)",,"NULL","NULL","NULL","NULL"
4,"UPN","Show","True",2001,"Star Trek: Enterprise","1x01","Broken Bow, Part 1",,"NULL","NULL","NULL","NULL"
5,"UPN","Show","True",2001,"Star Trek: Enterprise","1x02","Broken Bow, Part 2",,"NULL","NULL","NULL","NULL"
6,"UPN","Show","True",2001,"Star Trek: Enterprise","1x03","Fight or Flight",,"NULL","NULL","NULL","NULL"
7,"UPN","Show","True",2001,"Star Trek: Enterprise","1x04","Strange New World",,"NULL","NULL","NULL","NULL"
8,"UPN","Show","True",2001,"Star Trek: Enterprise","1x05","Unexpected",,"NULL","NULL","NULL","NULL"
9,"UPN","Show","True",2001,"Star Trek: Enterprise","1x06","Terra Nova",,"NULL","NULL","NULL","NULL"
10,"UPN","Show","True",2001,"Star Trek: Enterprise","1x07","The Andorian Incident",,"NULL","NULL","NULL","NULL"
11,"UPN","Show","True",2001,"Star Trek: Enterprise","1x08","Breaking the Ice",,"NULL","NULL","NULL","NULL"
12,"UPN","Show","True",2001,"Star Trek: Enterprise","1x09","Civilization",,"NULL","NULL","NULL","NULL"
13,"UPN","Show","True",2001,"Star Trek: Enterprise","1x10","Fortunate Son",,"NULL","NULL","NULL","NULL"
14,"UPN","Show","True",2001,"Star Trek: Enterprise","1x11","Cold Front",,"NULL","NULL","NULL","NULL"
15,"UPN","Show","True",2002,"Star Trek: Enterprise","1x12","Silent Enemy",,"NULL","NULL","NULL","NULL"
16,"UPN","Show","True",2002,"Star Trek: Enterprise","1x13","Dear Doctor",,"NULL","NULL","NULL","NULL"
17,"UPN","Show","True",2002,"Star Trek: Enterprise","1x14","Sleeping Dogs",,"NULL","NULL","NULL","NULL"
18,"UPN","Show","True",2002,"Star Trek: Enterprise","1x15","Shadows of P'Jem",,"NULL","NULL","NULL","NULL"
19,"UPN","Show","True",2002,"Star Trek: Enterprise","1x16","Shuttlepod One",,"NULL","NULL","NULL","NULL"
20,"UPN","Show","True",2002,"Star Trek: Enterprise","1x17","Fusion",,"NULL","NULL","NULL","NULL"
21,"UPN","Show","True",2002,"Star Trek: Enterprise","1x18","Rogue Planet",,"NULL","NULL","NULL","NULL"
22,"UPN","Show","True",2002,"Star Trek: Enterprise","1x19","Acquisition",,"NULL","NULL","NULL","NULL"
23,"UPN","Show","True",2002,"Star Trek: Enterprise","1x20","Oasis",,"NULL","NULL","NULL","NULL"
24,"UPN","Show","True",2002,"Star Trek: Enterprise","1x21","Detained",,"NULL","NULL","NULL","NULL"
25,"UPN","Show","True",2002,"Star Trek: Enterprise","1x22","Vox Sola",,"NULL","NULL","NULL","NULL"
26,"UPN","Show","True",2002,"Star Trek: Enterprise","1x23","Fallen Hero",,"NULL","NULL","NULL","NULL"
27,"UPN","Show","True",2002,"Star Trek: Enterprise","1x24","Desert Crossing",,"NULL","NULL","NULL","NULL"
28,"UPN","Show","True",2002,"Star Trek: Enterprise","1x25","Two Days and Two Nights",,"NULL","NULL","NULL","NULL"
29,"UPN","Show","True",2002,"Star Trek: Enterprise","1x26","Shockwave",,"NULL","NULL","NULL","NULL"
30,"UPN","Show","True",2002,"Star Trek: Enterprise","1x26","Shockwave (1)",,"NULL","NULL","NULL","NULL"
31,"UPN","Show","True",2002,"Star Trek: Enterprise","2x01","Shockwave (2)",,"NULL","NULL","NULL","NULL"
32,"UPN","Show","True",2002,"Star Trek: Enterprise","1x26","Shockwave, Part 1",,"NULL","NULL","NULL","NULL"
33,"UPN","Show","True",2002,"Star Trek: Enterprise","2x01","Shockwave, Part 2",,"NULL","NULL","NULL","NULL"
34,"UPN","Show","True",2002,"Star Trek: Enterprise","2x02","Carbon Creek",,"NULL","NULL","NULL","NULL"
35,"UPN","Show","True",2002,"Star Trek: Enterprise","2x03","Minefield",,"NULL","NULL","NULL","NULL"
36,"UPN","Show","True",2002,"Star Trek: Enterprise","2x04","Dead Stop",,"NULL","NULL","NULL","NULL"
37,"UPN","Show","True",2002,"Star Trek: Enterprise","2x05","A Night in Sickbay",,"NULL","NULL","NULL","NULL"
38,"UPN","Show","True",2002,"Star Trek: Enterprise","2x06","Marauders",,"NULL","NULL","NULL","NULL"
39,"UPN","Show","True",2002,"Star Trek: Enterprise","2x07","The Seventh",,"NULL","NULL","NULL","NULL"
40,"UPN","Show","True",2002,"Star Trek: Enterprise","2x08","The Communicator",,"NULL","NULL","NULL","NULL"
41,"UPN","Show","True",2002,"Star Trek: Enterprise","2x09","Singularity",,"NULL","NULL","NULL","NULL"
42,"UPN","Show","True",2002,"Star Trek: Enterprise","2x10","Vanishing Point",,"NULL","NULL","NULL","NULL"
43,"UPN","Show","True",2002,"Star Trek: Enterprise","2x11","Precious Cargo",,"NULL","NULL","NULL","NULL"
44,"UPN","Show","True",2002,"Star Trek: Enterprise","2x12","The Catwalk",,"NULL","NULL","NULL","NULL"
45,"UPN","Show","True",2003,"Star Trek: Enterprise","2x13","Dawn",,"NULL","NULL","NULL","NULL"
46,"UPN","Show","True",2003,"Star Trek: Enterprise","2x14","Stigma",,"NULL","NULL","NULL","NULL"
47,"UPN","Show","True",2003,"Star Trek: Enterprise","2x15","Cease Fire",,"NULL","NULL","NULL","NULL"
48,"UPN","Show","True",2003,"Star Trek: Enterprise","2x16","Future Tense",,"NULL","NULL","NULL","NULL"
49,"UPN","Show","True",2003,"Star Trek: Enterprise","2x17","Canamar",,"NULL","NULL","NULL","NULL"
50,"UPN","Show","True",2003,"Star Trek: Enterprise","2x18","The Crossing",,"NULL","NULL","NULL","NULL"
51,"UPN","Show","True",2003,"Star Trek: Enterprise","2x19","Judgment",,"NULL","NULL","NULL","NULL"
52,"UPN","Show","True",2003,"Star Trek: Enterprise","2x20","Horizon",,"NULL","NULL","NULL","NULL"
53,"UPN","Show","True",2003,"Star Trek: Enterprise","2x21","The Breach",,"NULL","NULL","NULL","NULL"
54,"UPN","Show","True",2003,"Star Trek: Enterprise","2x22","Cogenitor",,"NULL","NULL","NULL","NULL"
55,"UPN","Show","True",2003,"Star Trek: Enterprise","2x23","Regeneration",,"NULL","NULL","NULL","NULL"
56,"UPN","Show","True",2003,"Star Trek: Enterprise","2x24","First Flight",,"NULL","NULL","NULL","NULL"
57,"UPN","Show","True",2003,"Star Trek: Enterprise","2x25","Bounty",,"NULL","NULL","NULL","NULL"
58,"UPN","Show","True",2003,"Star Trek: Enterprise","2x26","The Expanse",,"NULL","NULL","NULL","NULL"
59,"UPN","Show","True",2003,"Star Trek: Enterprise","3x01","The Xindi",,"NULL","NULL","NULL","NULL"
60,"UPN","Show","True",2003,"Star Trek: Enterprise","3x02","Anomaly",,"NULL","NULL","NULL","NULL"
61,"UPN","Show","True",2003,"Star Trek: Enterprise","3x03","Extinction",,"NULL","NULL","NULL","NULL"
62,"UPN","Show","True",2003,"Star Trek: Enterprise","3x04","Rajiin",,"NULL","NULL","NULL","NULL"
63,"UPN","Show","True",2003,"Star Trek: Enterprise","3x05","Impulse",,"NULL","NULL","NULL","NULL"
64,"UPN","Show","True",2003,"Star Trek: Enterprise","3x06","Exile",,"NULL","NULL","NULL","NULL"
65,"UPN","Show","True",2003,"Star Trek: Enterprise","3x07","The Shipment",,"NULL","NULL","NULL","NULL"
66,"UPN","Show","True",2003,"Star Trek: Enterprise","3x08","Twilight",,"NULL","NULL","NULL","NULL"
67,"UPN","Show","True",2003,"Star Trek: Enterprise","3x09","North Star",,"NULL","NULL","NULL","NULL"
68,"UPN","Show","True",2003,"Star Trek: Enterprise","3x10","Similitude",,"NULL","NULL","NULL","NULL"
69,"UPN","Show","True",2003,"Star Trek: Enterprise","3x11","Carpenter Street",,"NULL","NULL","NULL","NULL"
70,"UPN","Show","True",2004,"Star Trek: Enterprise","3x12","Chosen Realm",,"NULL","NULL","NULL","NULL"
71,"UPN","Show","True",2004,"Star Trek: Enterprise","3x13","Proving Ground",,"NULL","NULL","NULL","NULL"
72,"UPN","Show","True",2004,"Star Trek: Enterprise","3x14","Stratagem",,"NULL","NULL","NULL","NULL"
73,"UPN","Show","True",2004,"Star Trek: Enterprise","3x15","Harbinger",,"NULL","NULL","NULL","NULL"
74,"UPN","Show","True",2004,"Star Trek: Enterprise","3x16","Doctor's Orders",,"NULL","NULL","NULL","NULL"
75,"UPN","Show","True",2004,"Star Trek: Enterprise","3x17","Hatchery",,"NULL","NULL","NULL","NULL"
76,"UPN","Show","True",2004,"Star Trek: Enterprise","3x18","Azati Prime",,"NULL","NULL","NULL","NULL"
77,"UPN","Show","True",2004,"Star Trek: Enterprise","3x19","Damage",,"NULL","NULL","NULL","NULL"
78,"UPN","Show","True",2004,"Star Trek: Enterprise","3x20","The Forgotten",,"NULL","NULL","NULL","NULL"
79,"UPN","Show","True",2004,"Star Trek: Enterprise","3x21","E²",,"NULL","NULL","NULL","NULL"
80,"UPN","Show","True",2004,"Star Trek: Enterprise","3x22","The Council",,"NULL","NULL","NULL","NULL"
81,"UPN","Show","True",2004,"Star Trek: Enterprise","3x23","Countdown",,"NULL","NULL","NULL","NULL"
82,"UPN","Show","True",2004,"Star Trek: Enterprise","3x24","Zero Hour",,"NULL","NULL","NULL","NULL"
83,"UPN","Show","True",2004,"Star Trek: Enterprise","4x01","Storm Front",,"NULL","NULL","NULL","NULL"
84,"UPN","Show","True",2004,"Star Trek: Enterprise","4x01","Storm Front (1)",,"NULL","NULL","NULL","NULL"
85,"UPN","Show","True",2004,"Star Trek: Enterprise","4x02","Storm Front (2)",,"NULL","NULL","NULL","NULL"
86,"UPN","Show","True",2004,"Star Trek: Enterprise","4x01","Storm Front, Part 1",,"NULL","NULL","NULL","NULL"
87,"UPN","Show","True",2004,"Star Trek: Enterprise","4x02","Storm Front, Part 2",,"NULL","NULL","NULL","NULL"
88,"UPN","Show","True",2004,"Star Trek: Enterprise","4x03","Home",,"NULL","NULL","NULL","NULL"
89,"UPN","Show","True",2004,"Star Trek: Enterprise","4x04","Borderland",,"NULL","NULL","NULL","NULL"
90,"UPN","Show","True",2004,"Star Trek: Enterprise","4x05","Cold Station 12",,"NULL","NULL","NULL","NULL"
91,"UPN","Show","True",2004,"Star Trek: Enterprise","4x06","The Augments",,"NULL","NULL","NULL","NULL"
92,"UPN","Show","True",2004,"Star Trek: Enterprise","4x07","The Forge",,"NULL","NULL","NULL","NULL"
93,"UPN","Show","True",2004,"Star Trek: Enterprise","4x08","Awakening",,"NULL","NULL","NULL","NULL"
94,"UPN","Show","True",2004,"Star Trek: Enterprise","4x09","Kir'Shara",,"NULL","NULL","NULL","NULL"
95,"UPN","Show","True",2005,"Star Trek: Enterprise","4x10","Daedalus",,"NULL","NULL","NULL","NULL"
96,"UPN","Show","True",2005,"Star Trek: Enterprise","4x11","Observer Effect",,"NULL","NULL","NULL","NULL"
97,"UPN","Show","True",2005,"Star Trek: Enterprise","4x12","Babel One",,"NULL","NULL","NULL","NULL"
98,"UPN","Show","True",2005,"Star Trek: Enterprise","4x13","United",,"NULL","NULL","NULL","NULL"
99,"UPN","Show","True",2005,"Star Trek: Enterprise","4x14","The Aenar",,"NULL","NULL","NULL","NULL"
100,"UPN","Show","True",2005,"Star Trek: Enterprise","4x15","Affliction",,"NULL","NULL","NULL","NULL"
101,"UPN","Show","True",2005,"Star Trek: Enterprise","4x16","Divergence",,"NULL","NULL","NULL","NULL"
102,"UPN","Show","True",2005,"Star Trek: Enterprise","4x17","Bound",,"NULL","NULL","NULL","NULL"
103,"UPN","Show","True",2005,"Star Trek: Enterprise","4x20","Demons",,"NULL","NULL","NULL","NULL"
104,"UPN","Show","True",2005,"Star Trek: Enterprise","4x21","Terra Prime",,"NULL","NULL","NULL","NULL"
105,"CBS","Show","True",2019,"Star Trek: Short Treks","2x01","Q&A",,"NULL","NULL","NULL","NULL"
106,"NBC","Show","True",1988,"Star Trek","0x01","Star Trek The Cage (Original Pilot)",,"NULL","NULL","NULL","NULL"
107,"CBS","Show","True",2017,"Star Trek: Discovery","1x01","The Vulcan Hello",,"NULL","NULL","NULL","NULL"
108,"CBS","Show","True",2018,"Star Trek: Short Treks","1x03","The Brightest Star",,"NULL","NULL","NULL","NULL"
109,"CBS","Show","False",2019,"Star Trek: Short Treks","2x05","The Girl Who Made the Stars",,"NULL","NULL","NULL","NULL"
110,"CBS","Show","True",2017,"Star Trek: Discovery","1x02","Battle at the Binary Stars",,"NULL","NULL","NULL","NULL"
111,"CBS","Show","True",2017,"Star Trek: Discovery","1x03","Context Is for Kings",,"NULL","NULL","NULL","NULL"
112,"CBS","Show","True",2017,"Star Trek: Discovery","1x04","The Butcher's Knife Cares Not for the Lamb's Cry",,"NULL","NULL","NULL","NULL"
113,"CBS","Show","True",2017,"Star Trek: Discovery","1x05","Choose Your Pain",,"NULL","NULL","NULL","NULL"
114,"CBS","Show","True",2017,"Star Trek: Discovery","1x06","Lethe",,"NULL","NULL","NULL","NULL"
115,"CBS","Show","True",2017,"Star Trek: Discovery","1x07","Magic to Make the Sanest Man Go Mad",,"NULL","NULL","NULL","NULL"
116,"CBS","Show","True",2017,"Star Trek: Discovery","1x08","Si Vis Pacem, Para Bellum",,"NULL","NULL","NULL","NULL"
117,"CBS","Show","True",2017,"Star Trek: Discovery","1x09","Into the Forest I Go",,"NULL","NULL","NULL","NULL"
118,"CBS","Show","True",2018,"Star Trek: Discovery","1x10","Despite Yourself",,"NULL","NULL","NULL","NULL"
119,"CBS","Show","True",2018,"Star Trek: Discovery","1x11","The Wolf Inside",,"NULL","NULL","NULL","NULL"
120,"CBS","Show","True",2018,"Star Trek: Discovery","1x12","Vaulting Ambition",,"NULL","NULL","NULL","NULL"
121,"CBS","Show","True",2018,"Star Trek: Discovery","1x13","What's Past is Prologue",,"NULL","NULL","NULL","NULL"
122,"CBS","Show","True",2018,"Star Trek: Discovery","1x14","The War Without, the War Within",,"NULL","NULL","NULL","NULL"
123,"CBS","Show","True",2018,"Star Trek: Short Treks","1x01","Runaway",,"NULL","NULL","NULL","NULL"
124,"CBS","Show","True",2018,"Star Trek: Discovery","1x15","Will You Take My Hand?",,"NULL","NULL","NULL","NULL"
125,"CBS","Show","True",2019,"Star Trek: Short Treks","1x04","The Escape Artist",,"NULL","NULL","NULL","NULL"
126,"CBS","Show","True",2019,"Star Trek: Discovery","2x01","Brother",,"NULL","NULL","NULL","NULL"
127,"CBS","Show","True",2019,"Star Trek: Discovery","2x02","New Eden",,"NULL","NULL","NULL","NULL"
128,"CBS","Show","True",2019,"Star Trek: Discovery","2x03","Point of Light",,"NULL","NULL","NULL","NULL"
129,"CBS","Show","True",2019,"Star Trek: Discovery","2x04","An Obol for Charon",,"NULL","NULL","NULL","NULL"
130,"CBS","Show","True",2019,"Star Trek: Discovery","2x05","Saints of Imperfection",,"NULL","NULL","NULL","NULL"
131,"CBS","Show","True",2019,"Star Trek: Discovery","2x06","The Sound of Thunder",,"NULL","NULL","NULL","NULL"
132,"CBS","Show","True",2019,"Star Trek: Discovery","2x07","Light and Shadows",,"NULL","NULL","NULL","NULL"
133,"CBS","Show","True",2019,"Star Trek: Discovery","2x08","If Memory Serves",,"NULL","NULL","NULL","NULL"
134,"CBS","Show","True",2019,"Star Trek: Discovery","2x09","Project Daedalus",,"NULL","NULL","NULL","NULL"
135,"CBS","Show","True",2019,"Star Trek: Discovery","2x10","The Red Angel",,"NULL","NULL","NULL","NULL"
136,"CBS","Show","True",2019,"Star Trek: Discovery","2x11","Perpetual Infinity",,"NULL","NULL","NULL","NULL"
137,"CBS","Show","True",2019,"Star Trek: Discovery","2x12","Through the Valley of Shadows",,"NULL","NULL","NULL","NULL"
138,"CBS","Show","True",2019,"Star Trek: Short Treks","2x02","The Trouble with Edward",,"NULL","NULL","NULL","NULL"
139,"CBS","Show","True",2019,"Star Trek: Discovery","2x13","Such Sweet Sorrow",,"NULL","NULL","NULL","NULL"
140,"CBS","Show","True",2019,"Star Trek: Discovery","2x13","Such Sweet Sorrow (1)",,"NULL","NULL","NULL","NULL"
141,"CBS","Show","True",2019,"Star Trek: Discovery","2x14","Such Sweet Sorrow (2)",,"NULL","NULL","NULL","NULL"
142,"CBS","Show","True",2019,"Star Trek: Discovery","2x13","Such Sweet Sorrow, Part 1",,"NULL","NULL","NULL","NULL"
143,"CBS","Show","True",2019,"Star Trek: Discovery","2x14","Such Sweet Sorrow, Part 2",,"NULL","NULL","NULL","NULL"
144,"CBS","Show","True",2019,"Star Trek: Short Treks","2x03","Ask Not",,"NULL","NULL","NULL","NULL"
145,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x01","Strange New Worlds",,"NULL","NULL","NULL","NULL"
146,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x02","Children of the Comet",,"NULL","NULL","NULL","NULL"
147,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x03","Ghosts of Illyria",,"NULL","NULL","NULL","NULL"
148,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x04","Memento Mori",,"NULL","NULL","NULL","NULL"
149,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x05","Spock Amok",,"NULL","NULL","NULL","NULL"
150,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x06","Lift Us Where Suffering Cannot Reach",,"NULL","NULL","NULL","NULL"
151,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x07","The Serene Squall",,"NULL","NULL","NULL","NULL"
152,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x08","The Elysian Kingdom",,"NULL","NULL","NULL","NULL"
153,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x09","All Those Who Wander",,"NULL","NULL","NULL","NULL"
154,"CBS","Show","True",2022,"Star Trek: Strange New Worlds","1x10","A Quality of Mercy",,"NULL","NULL","NULL","NULL"
155,"NBC","Show","True",1966,"Star Trek","1x01","Where No Man Has Gone Before",,"NULL","NULL","NULL","NULL"
156,"NBC","Show","True",1966,"Star Trek","1x02","The Corbomite Maneuver",,"NULL","NULL","NULL","NULL"
157,"NBC","Show","True",1966,"Star Trek","1x03","Mudd's Women",,"NULL","NULL","NULL","NULL"
158,"NBC","Show","True",1966,"Star Trek","1x04","The Enemy Within",,"NULL","NULL","NULL","NULL"
159,"NBC","Show","True",1966,"Star Trek","1x05","The Man Trap",,"NULL","NULL","NULL","NULL"
160,"NBC","Show","True",1966,"Star Trek","1x06","The Naked Time",,"NULL","NULL","NULL","NULL"
161,"NBC","Show","True",1966,"Star Trek","1x07","Charlie X",,"NULL","NULL","NULL","NULL"
162,"NBC","Show","True",1966,"Star Trek","1x08","Balance of Terror",,"NULL","NULL","NULL","NULL"
163,"NBC","Show","True",1966,"Star Trek","1x09","What Are Little Girls Made Of?",,"NULL","NULL","NULL","NULL"
164,"NBC","Show","True",1966,"Star Trek","1x10","Dagger of the Mind",,"NULL","NULL","NULL","NULL"
165,"NBC","Show","True",1966,"Star Trek","1x11","Miri",,"NULL","NULL","NULL","NULL"
166,"NBC","Show","True",1966,"Star Trek","1x12","The Conscience of the King",,"NULL","NULL","NULL","NULL"
167,"NBC","Show","True",1967,"Star Trek","1x13","The Galileo Seven",,"NULL","NULL","NULL","NULL"
168,"NBC","Show","True",1967,"Star Trek","1x14","Court Martial",,"NULL","NULL","NULL","NULL"
169,"NBC","Show","True",1966,"Star Trek","1x15","The Menagerie",,"NULL","NULL","NULL","NULL"
170,"NBC","Show","True",1966,"Star Trek","1x15","The Menagerie (1)",,"NULL","NULL","NULL","NULL"
171,"NBC","Show","True",1966,"Star Trek","1x16","The Menagerie (2)",,"NULL","NULL","NULL","NULL"
172,"NBC","Show","True",1966,"Star Trek","1x15","The Menagerie, Part 1",,"NULL","NULL","NULL","NULL"
173,"NBC","Show","True",1966,"Star Trek","1x16","The Menagerie, Part 2",,"NULL","NULL","NULL","NULL"
174,"NBC","Show","True",1966,"Star Trek","1x17","Shore Leave",,"NULL","NULL","NULL","NULL"
175,"NBC","Show","True",1967,"Star Trek","1x18","The Squire of Gothos",,"NULL","NULL","NULL","NULL"
176,"NBC","Show","True",1967,"Star Trek","1x19","Arena",,"NULL","NULL","NULL","NULL"
177,"NBC","Show","True",1967,"Star Trek","1x20","The Alternative Factor",,"NULL","NULL","NULL","NULL"
178,"NBC","Show","True",1967,"Star Trek","1x21","Tomorrow is Yesterday",,"NULL","NULL","NULL","NULL"
179,"NBC","Show","True",1967,"Star Trek","1x22","The Return of the Archons",,"NULL","NULL","NULL","NULL"
180,"NBC","Show","True",1967,"Star Trek","1x23","A Taste of Armageddon",,"NULL","NULL","NULL","NULL"
181,"NBC","Show","True",1967,"Star Trek","1x24","Space Seed",,"NULL","NULL","NULL","NULL"
182,"CBS","Show","False",2019,"Star Trek: Short Treks","2x04","Ephraim and Dot",,"NULL","NULL","NULL","NULL"
183,"NBC","Show","True",1967,"Star Trek","1x25","This Side of Paradise",,"NULL","NULL","NULL","NULL"
184,"NBC","Show","True",1967,"Star Trek","1x26","The Devil in the Dark",,"NULL","NULL","NULL","NULL"
185,"NBC","Show","True",1967,"Star Trek","1x27","Errand of Mercy",,"NULL","NULL","NULL","NULL"
186,"NBC","Show","True",1967,"Star Trek","1x28","The City on the Edge of Forever",,"NULL","NULL","NULL","NULL"
187,"NBC","Show","True",1967,"Star Trek","1x29","Operation – Annihilate!",,"NULL","NULL","NULL","NULL"
188,"NBC","Show","True",1967,"Star Trek","1x29","Operation: Annihilate!",,"NULL","NULL","NULL","NULL"
189,"NBC","Show","True",1967,"Star Trek","2x01","Catspaw",,"NULL","NULL","NULL","NULL"
190,"NBC","Show","True",1967,"Star Trek","2x02","Metamorphosis",,"NULL","NULL","NULL","NULL"
191,"NBC","Show","True",1967,"Star Trek","2x03","Friday's Child",,"NULL","NULL","NULL","NULL"
192,"NBC","Show","True",1967,"Star Trek","2x04","Who Mourns for Adonais?",,"NULL","NULL","NULL","NULL"
193,"NBC","Show","True",1967,"Star Trek","2x05","Amok Time",,"NULL","NULL","NULL","NULL"
194,"NBC","Show","True",1967,"Star Trek","2x06","The Doomsday Machine",,"NULL","NULL","NULL","NULL"
195,"NBC","Show","True",1967,"Star Trek","2x07","Wolf in the Fold",,"NULL","NULL","NULL","NULL"
196,"NBC","Show","True",1967,"Star Trek","2x08","The Changeling",,"NULL","NULL","NULL","NULL"
197,"NBC","Show","True",1967,"Star Trek","2x09","The Apple",,"NULL","NULL","NULL","NULL"
198,"NBC","Show","True",1967,"Star Trek","2x10","Mirror, Mirror",,"NULL","NULL","NULL","NULL"
199,"NBC","Show","True",1967,"Star Trek","2x11","The Deadly Years",,"NULL","NULL","NULL","NULL"
200,"NBC","Show","True",1967,"Star Trek","2x12","I, Mudd",,"NULL","NULL","NULL","NULL"
201,"NBC","Show","True",1967,"Star Trek","2x13","The Trouble with Tribbles",,"NULL","NULL","NULL","NULL"
202,"NBC","Show","True",1968,"Star Trek","2x14","Bread and Circuses",,"NULL","NULL","NULL","NULL"
203,"NBC","Show","True",1967,"Star Trek","2x15","Journey to Babel",,"NULL","NULL","NULL","NULL"
204,"NBC","Show","True",1968,"Star Trek","2x16","A Private Little War",,"NULL","NULL","NULL","NULL"
205,"NBC","Show","True",1968,"Star Trek","2x17","The Gamesters of Triskelion",,"NULL","NULL","NULL","NULL"
206,"NBC","Show","True",1967,"Star Trek","2x18","Obsession",,"NULL","NULL","NULL","NULL"
207,"NBC","Show","True",1968,"Star Trek","2x19","The Immunity Syndrome",,"NULL","NULL","NULL","NULL"
208,"NBC","Show","True",1968,"Star Trek","2x20","A Piece of the Action",,"NULL","NULL","NULL","NULL"
209,"NBC","Show","True",1968,"Star Trek","2x21","By Any Other Name",,"NULL","NULL","NULL","NULL"
210,"NBC","Show","True",1968,"Star Trek","2x22","Return to Tomorrow",,"NULL","NULL","NULL","NULL"
211,"NBC","Show","True",1968,"Star Trek","2x23","Patterns of Force",,"NULL","NULL","NULL","NULL"
212,"NBC","Show","True",1968,"Star Trek","2x24","The Ultimate Computer",,"NULL","NULL","NULL","NULL"
213,"NBC","Show","True",1968,"Star Trek","2x25","The Omega Glory",,"NULL","NULL","NULL","NULL"
214,"NBC","Show","True",1968,"Star Trek","2x26","Assignment: Earth",,"NULL","NULL","NULL","NULL"
215,"NBC","Show","True",1968,"Star Trek","3x01","Spectre of the Gun",,"NULL","NULL","NULL","NULL"
216,"NBC","Show","True",1968,"Star Trek","3x02","Elaan of Troyius",,"NULL","NULL","NULL","NULL"
217,"NBC","Show","True",1968,"Star Trek","3x03","The Paradise Syndrome",,"NULL","NULL","NULL","NULL"
218,"NBC","Show","True",1968,"Star Trek","3x04","The Enterprise Incident",,"NULL","NULL","NULL","NULL"
219,"NBC","Show","True",1968,"Star Trek","3x05","And the Children Shall Lead",,"NULL","NULL","NULL","NULL"
220,"NBC","Show","True",1968,"Star Trek","3x06","Spock's Brain",,"NULL","NULL","NULL","NULL"
221,"NBC","Show","True",1968,"Star Trek","3x07","Is There in Truth No Beauty?",,"NULL","NULL","NULL","NULL"
222,"NBC","Show","True",1968,"Star Trek","3x08","The Empath",,"NULL","NULL","NULL","NULL"
223,"NBC","Show","True",1968,"Star Trek","3x09","The Tholian Web",,"NULL","NULL","NULL","NULL"
224,"UPN","Show","True",2005,"Star Trek: Enterprise","4x18","In a Mirror, Darkly",,"NULL","NULL","NULL","NULL"
225,"UPN","Show","True",2005,"Star Trek: Enterprise","4x18","In a Mirror, Darkly (1)",,"NULL","NULL","NULL","NULL"
226,"UPN","Show","True",2005,"Star Trek: Enterprise","4x19","In a Mirror, Darkly (2)",,"NULL","NULL","NULL","NULL"
227,"UPN","Show","True",2005,"Star Trek: Enterprise","4x18","In a Mirror, Darkly, Part 1",,"NULL","NULL","NULL","NULL"
228,"UPN","Show","True",2005,"Star Trek: Enterprise","4x19","In a Mirror, Darkly, Part 2",,"NULL","NULL","NULL","NULL"
229,"NBC","Show","True",1968,"Star Trek","3x10","For the World is Hollow and I Have Touched the Sky",,"NULL","NULL","NULL","NULL"
230,"NBC","Show","True",1968,"Star Trek","3x11","Day of the Dove",,"NULL","NULL","NULL","NULL"
231,"NBC","Show","True",1968,"Star Trek","3x12","Plato's Stepchildren",,"NULL","NULL","NULL","NULL"
232,"NBC","Show","True",1968,"Star Trek","3x13","Wink of an Eye",,"NULL","NULL","NULL","NULL"
233,"NBC","Show","True",1969,"Star Trek","3x14","That Which Survives",,"NULL","NULL","NULL","NULL"
234,"NBC","Show","True",1969,"Star Trek","3x15","Let That Be Your Last Battlefield",,"NULL","NULL","NULL","NULL"
235,"NBC","Show","True",1969,"Star Trek","3x16","Whom Gods Destroy",,"NULL","NULL","NULL","NULL"
236,"NBC","Show","True",1969,"Star Trek","3x17","The Mark of Gideon",,"NULL","NULL","NULL","NULL"
237,"NBC","Show","True",1969,"Star Trek","3x18","The Lights of Zetar",,"NULL","NULL","NULL","NULL"
238,"NBC","Show","True",1969,"Star Trek","3x19","The Cloud Minders",,"NULL","NULL","NULL","NULL"
239,"NBC","Show","True",1969,"Star Trek","3x20","The Way to Eden",,"NULL","NULL","NULL","NULL"
240,"NBC","Show","True",1969,"Star Trek","3x21","Requiem for Methuselah",,"NULL","NULL","NULL","NULL"
241,"NBC","Show","True",1969,"Star Trek","3x22","The Savage Curtain",,"NULL","NULL","NULL","NULL"
242,"NBC","Show","True",1969,"Star Trek","3x23","All Our Yesterdays",,"NULL","NULL","NULL","NULL"
